Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Year,Month,Day,Quarter,Is_Weekend,Profit_Margin,Recency,Frequency,Monetary,Avg_Order_Value,Total_Profit,Category_Clothing,Category_Electronics,Category_Furniture,Category_Grocery,Category_Sports,Category_Toys,Region_East,Region_North,Region_South,Region_West,Sub_Category_Apparel,Sub_Category_Beverages,Sub_Category_Chairs,Sub_Category_Dairy,Sub_Category_Educational,Sub_Category_Fitness,Sub_Category_Haircare,Sub_Category_Kids,Sub_Category_Laptops,Sub_Category_Makeup,Sub_Category_Men,Sub_Category_Mobiles,Sub_Category_Outdoor,Sub_Category_Outdoor Games,Sub_Category_Puzzles,Sub_Category_Skincare,Sub_Category_Snacks,Sub_Category_Sofas,Sub_Category_Tables,Sub_Category_Women,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday
ORD106516,2024-03-28,CUST00192,PROD0051,3,404.35,0.14,1043.22,678.09,365.13,2024,3,28,1,0,0.35,185,7,8955.68,1279.3828571428571,3134.49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106517,2022-02-28,CUST01400,PROD0094,2,435.32,0.13,757.46,492.35,265.11,2022,2,28,1,0,0.35,46,17,14792.92,870.1717647058823,5177.530000000001,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106518,2024-06-01,CUST00525,PROD0030,3,498.46,0.07,1390.7,903.96,486.74,2024,6,1,2,1,0.35,52,19,22935.75,1207.1447368421052,8027.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106519,2024-04-22,CUST01060,PROD0094,9,134.82,0.06,1140.58,741.38,399.2,2024,4,22,2,0,0.35,25,18,21861.15,1214.5083333333334,7651.41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106520,2024-07-12,CUST01094,PROD0053,9,364.64,0.15,2789.5,1813.18,976.32,2024,7,12,3,0,0.35,25,13,14082.81,1083.2930769230768,4928.99,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106521,2022-05-03,CUST00289,PROD0082,9,282.85,0.14,2189.26,1423.02,766.24,2022,5,3,2,0,0.35,134,9,9388.85,1043.2055555555555,3286.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ORD106522,2023-03-15,CUST00105,PROD0107,6,295.06,0.24,1345.47,874.56,470.91,2023,3,15,1,0,0.35,88,14,14484.22,1034.587142857143,5069.4800000000005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORD106523,2024-10-18,CUST00313,PROD0110,3,148.31,0.14,382.64,248.72,133.92,2024,10,18,4,0,0.35,21,12,9014.01,751.1675,3154.91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106524,2023-07-16,CUST01079,PROD0074,6,425.16,0.1,2295.86,1492.31,803.55,2023,7,16,3,1,0.35,136,13,15341.22,1180.093846153846,5369.4400000000005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106525,2022-04-28,CUST01131,PROD0014,3,395.66,0.14,1020.8,663.52,357.28,2022,4,28,2,0,0.35,11,12,13389.89,1115.8241666666665,4686.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD106526,2024-06-23,CUST00307,PROD0036,8,250.52,0.28,1443.0,937.95,505.05,2024,6,23,2,1,0.35,184,12,16762.47,1396.8725000000002,5866.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106527,2023-01-30,CUST00821,PROD0087,5,498.5,0.04,2392.8,1555.32,837.48,2023,1,30,1,0,0.35,17,13,10922.960000000001,840.2276923076923,3823.03,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106528,2024-05-25,CUST00036,PROD0012,2,157.93,0.27,230.58,149.88,80.7,2024,5,25,2,1,0.35,35,14,8424.51,601.7507142857143,2948.5699999999997,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106529,2024-07-23,CUST01157,PROD0076,5,487.49,0.21,1925.59,1251.63,673.96,2024,7,23,3,0,0.35,146,15,26970.440000000002,1798.0293333333334,9439.66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ORD106530,2024-08-09,CUST00887,PROD0034,3,108.74,0.2,260.98,169.64,91.34,2024,8,9,3,0,0.35,40,17,17648.79,1038.164117647059,6177.05,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106531,2022-03-16,CUST01049,PROD0026,2,49.87,0.13,86.77,56.4,30.37,2022,3,16,1,0,0.35,41,14,14974.68,1069.6200000000001,5241.15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD106532,2022-10-22,CUST01061,PROD0006,8,10.08,0.11,71.77,46.65,25.12,2022,10,22,4,1,0.35,95,22,24970.44,1135.02,8739.67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106533,2022-01-21,CUST01043,PROD0101,9,120.98,0.22,849.28,552.03,297.25,2022,1,21,1,0,0.35,80,13,16954.05,1304.1576923076923,5933.91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106534,2024-11-04,CUST00035,PROD0115,3,248.315,0.18,610.85,397.05,213.8,2024,11,4,4,0,0.35,41,13,16566.86,1274.3738461538462,5798.4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106535,2023-07-14,CUST01387,PROD0053,4,158.04,0.2,505.73,328.72,177.01,2023,7,14,3,0,0.35,45,11,9903.25,900.2954545454545,3466.1400000000003,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106536,2023-01-07,CUST01442,PROD0015,7,465.32,0.19,2638.36,1714.93,923.43,2023,1,7,1,1,0.35,23,14,13998.849999999999,999.9178571428571,4899.59,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106537,2024-03-28,CUST01454,PROD0106,7,159.97,0.02,1097.39,713.3,384.09,2024,3,28,1,0,0.35,7,17,17684.05,1040.2382352941177,6189.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106538,2024-12-28,CUST00467,PROD0103,2,331.34,0.15,563.28,366.13,197.15,2024,12,28,4,1,0.35,3,12,9545.16,795.43,3340.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106539,2024-04-25,CUST00897,PROD0019,1,492.75,0.11,438.55,285.06,153.49,2024,4,25,2,0,0.35,141,7,5625.57,803.6528571428571,1968.96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106540,2023-06-05,CUST00199,PROD0104,3,150.5,0.24,343.14,223.04,120.1,2023,6,5,2,0,0.35,153,9,4432.5199999999995,492.50222222222214,1551.3799999999999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ORD106541,2023-01-06,CUST00768,PROD0047,2,487.78,0.18,799.96,519.97,279.99,2023,1,6,1,0,0.35,87,16,15446.94,965.43375,5406.429999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD106542,2022-04-11,CUST01235,PROD0087,8,382.51,0.13,2662.27,1730.48,931.79,2022,4,11,2,0,0.35,208,16,16842.56,1052.66,5894.89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106543,2023-10-23,CUST00241,PROD0100,5,407.19,0.3,1425.16,926.35,498.81,2023,10,23,4,0,0.35,258,11,6726.9400000000005,611.5400000000001,2354.42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106544,2024-08-25,CUST01194,PROD0077,9,286.5,0.2,2062.8,1340.82,721.98,2024,8,25,3,1,0.35,104,11,14448.09,1313.4627272727273,5056.84,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106545,2022-08-31,CUST00294,PROD0095,7,389.92,0.26,2019.79,1312.86,706.93,2022,8,31,3,0,0.35,24,13,10097.02,776.6938461538462,3533.96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD106546,2024-01-23,CUST00922,PROD0061,1,306.95,0.28,221.0,143.65,77.35,2024,1,23,1,0,0.35,88,14,16871.11,1205.0792857142858,5904.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ORD106547,2023-05-27,CUST01339,PROD0101,6,244.96,0.22,1146.41,745.17,401.24,2023,5,27,2,1,0.35,50,16,26814.9,1675.93125,9385.210000000001,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106548,2024-04-28,CUST01151,PROD0090,4,427.82,0.13,1488.81,967.73,521.08,2024,4,28,2,1,0.35,136,10,10048.61,1004.8610000000001,3517.01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106549,2023-07-09,CUST00468,PROD0107,1,411.27,0.15,349.58,227.23,122.35,2023,7,9,3,1,0.35,109,14,12370.94,883.6385714285715,4329.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106550,2022-08-14,CUST00367,PROD0112,2,201.0,0.05,381.9,248.24,133.66,2022,8,14,3,1,0.35,67,24,29119.2,1213.3,10191.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106551,2022-08-02,CUST01045,PROD0052,1,25.53,0.18,20.93,13.6,7.33,2022,8,2,3,0,0.35,44,25,25871.25,1034.85,9054.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD106552,2023-12-19,CUST00316,PROD0018,5,463.4,0.15,1969.45,1280.14,689.31,2023,12,19,4,0,0.35,2,14,17516.14,1251.152857142857,6130.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ORD106553,2022-03-08,CUST00758,PROD0060,5,392.26,0.06,1843.62,1198.35,645.27,2022,3,8,1,0,0.35,152,10,10296.369999999999,1029.637,3603.74,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ORD106554,2023-01-31,CUST01114,PROD0047,4,429.61,0.01,1701.26,1105.82,595.44,2023,1,31,1,0,0.35,19,22,19393.579999999998,881.5263636363635,6787.76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD106555,2023-09-04,CUST01428,PROD0057,1,16.73,0.26,12.38,8.05,4.33,2023,9,4,3,0,0.35,1,14,9221.39,658.6707142857142,3227.48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106556,2024-11-01,CUST00451,PROD0033,1,437.66,0.01,433.28,281.63,151.65,2024,11,1,4,0,0.35,60,16,15442.64,965.165,5404.93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106557,2024-02-09,CUST00778,PROD0104,7,237.1,0.11,1477.13,960.13,517.0,2024,2,9,1,0,0.35,125,14,17457.39,1246.9564285714284,6110.1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106558,2023-02-11,CUST00908,PROD0032,9,455.63,0.17,3403.56,2212.31,1191.25,2023,2,11,1,1,0.35,1,21,27396.93,1304.6157142857144,9588.91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106559,2024-07-13,CUST01174,PROD0004,7,347.6,0.16,2043.89,1328.53,715.36,2024,7,13,3,1,0.35,12,15,14119.66,941.3106666666666,4941.89,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106560,2023-10-09,CUST00446,PROD0041,4,215.7,0.16,724.75,471.09,253.66,2023,10,9,4,0,0.35,10,13,14247.06,1095.9276923076923,4986.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ORD106561,2022-08-10,CUST00957,PROD0019,4,66.24,0.07,246.41,160.17,86.24,2022,8,10,3,0,0.35,62,13,10085.67,775.8207692307692,3529.97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD106562,2023-10-16,CUST00080,PROD0007,9,281.03,0.1,2276.34,1479.62,796.72,2023,10,16,4,0,0.35,60,15,21106.41,1407.094,7387.26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ORD106563,2023-03-04,CUST01041,PROD0111,6,355.92,0.0,2135.52,1388.09,747.43,2023,3,4,1,1,0.35,68,13,21990.91,1691.6084615384616,7696.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106564,2024-09-03,CUST00138,PROD0099,2,452.51,0.28,651.61,423.55,228.06,2024,9,3,3,0,0.35,119,12,17019.82,1418.3183333333334,5956.93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD106565,2024-10-02,CUST00652,PROD0026,1,443.23,0.18,363.45,236.24,127.21,2024,10,2,4,0,0.35,19,14,15729.17,1123.5121428571429,5505.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD106566,2023-01-06,CUST00851,PROD0108,6,133.03,0.25,598.64,389.12,209.52,2023,1,6,1,0,0.35,133,15,15237.74,1015.8493333333333,5333.2300000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106567,2024-04-29,CUST00552,PROD0087,1,42.16,0.22,32.88,21.37,11.51,2024,4,29,2,0,0.35,114,8,9918.01,1239.75125,3471.31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ORD106568,2024-05-05,CUST00074,PROD0098,3,237.52,0.17,591.42,384.42,207.0,2024,5,5,2,1,0.35,25,11,9450.36,859.1236363636364,3307.63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106569,2022-08-17,CUST01098,PROD0051,6,141.83,0.15,723.33,470.16,253.17,2022,8,17,3,0,0.35,68,11,11755.03,1068.639090909091,4114.28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORD106570,2022-10-07,CUST00050,PROD0056,5,162.12,0.13,705.22,458.39,246.83,2022,10,7,4,0,0.35,89,6,7383.27,1230.545,2584.15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD106571,2024-12-06,CUST01034,PROD0071,9,335.37,0.17,2505.21,1628.39,876.82,2024,12,6,4,0,0.35,25,12,8655.55,721.2958333333332,3029.43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106572,2024-09-01,CUST01127,PROD0075,6,374.57,0.06,2112.57,1373.17,739.4,2024,9,1,3,1,0.35,55,13,16782.920000000002,1290.9938461538463,5874.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106573,2024-01-28,CUST00388,PROD0051,3,368.1,0.12,971.78,631.66,340.12,2024,1,28,1,1,0.35,255,19,17242.82,907.5168421052631,6034.97,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106574,2024-11-13,CUST00385,PROD0008,4,409.53,0.17,1359.64,883.77,475.87,2024,11,13,4,0,0.35,16,10,11188.35,1118.835,3915.92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORD106575,2022-11-17,CUST00299,PROD0013,5,26.51,0.22,103.39,67.2,36.19,2022,11,17,4,0,0.35,57,10,11729.26,1172.926,4105.24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106576,2022-10-01,CUST00339,PROD0032,4,482.87,0.24,1467.92,954.15,513.77,2022,10,1,4,1,0.35,296,12,15719.24,1309.9366666666667,5501.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ORD106577,2023-07-10,CUST01413,PROD0105,3,172.54,0.26,383.04,248.98,134.06,2023,7,10,3,0,0.35,78,18,14915.97,828.665,5220.58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ORD106578,2024-04-23,CUST00474,PROD0034,9,186.72,0.1,1512.43,983.08,529.35,2024,4,23,2,0,0.35,103,8,8237.71,1029.71375,2883.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD106579,2023-10-30,CUST00616,PROD0018,9,317.86,0.18,2345.81,1524.78,821.03,2023,10,30,4,0,0.35,117,9,6515.759999999999,723.9733333333332,2280.5099999999998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ORD106580,2024-09-26,CUST00962,PROD0079,5,116.57,0.16,489.59,318.23,171.36,2024,9,26,3,0,0.35,18,16,12701.43,793.839375,4445.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106581,2023-01-15,CUST00792,PROD0055,1,340.53,0.12,299.67,194.79,104.88,2023,1,15,1,1,0.35,26,17,24131.49,1419.4994117647059,8446.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106582,2023-12-12,CUST01166,PROD0043,1,134.92,0.1,121.43,78.93,42.5,2023,12,12,4,0,0.35,28,13,14153.28,1088.7138461538461,4953.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD106583,2024-01-16,CUST01194,PROD0024,7,352.39,0.0,2466.73,1603.37,863.36,2024,1,16,1,0,0.35,104,11,14448.09,1313.4627272727273,5056.84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ORD106584,2023-11-06,CUST00013,PROD0111,3,409.81,0.05,1167.96,759.17,408.79,2023,11,6,4,0,0.35,138,11,13151.11,1195.5554545454545,4602.89,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106585,2022-04-26,CUST00449,PROD0021,8,450.61,0.04,3460.68,2249.44,1211.24,2022,4,26,2,0,0.35,110,11,14666.85,1333.3500000000001,5133.39,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD106586,2023-08-28,CUST00174,PROD0018,6,207.07,0.09,1130.6,734.89,395.71,2023,8,28,3,0,0.35,6,16,10430.759999999998,651.9224999999999,3650.7599999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD106587,2024-12-01,CUST01156,PROD0014,6,404.49,0.11,2159.98,1403.99,755.99,2024,12,1,4,1,0.35,30,16,19599.48,1224.9675,6859.82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106588,2023-01-14,CUST00595,PROD0053,6,235.21,0.08,1298.36,843.93,454.43,2023,1,14,1,1,0.35,252,14,14069.279999999999,1004.9485714285713,4924.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ORD106589,2023-04-11,CUST00932,PROD0019,6,126.71,0.24,577.8,375.57,202.23,2023,4,11,2,0,0.35,167,11,14070.960000000001,1279.1781818181819,4924.83,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ORD106590,2022-10-07,CUST00269,PROD0077,3,367.12,0.06,1035.28,672.93,362.35,2022,10,7,4,0,0.35,19,14,15527.880000000001,1109.1342857142859,5434.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD106591,2023-09-10,CUST01275,PROD0057,6,150.78,0.08,832.31,541.0,291.31,2023,9,10,3,1,0.35,165,14,10881.58,777.2557142857142,3808.54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD106592,2022-04-28,CUST01394,PROD0064,3,89.51,0.15,228.25,148.36,79.89,2022,4,28,2,0,0.35,84,18,14491.34,805.0744444444445,5071.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106593,2022-11-05,CUST00618,PROD0080,5,64.99,0.09,295.7,192.2,103.5,2022,11,5,4,1,0.35,19,18,13545.74,752.5411111111111,4741.02,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD106594,2022-04-10,CUST00773,PROD0002,1,201.87,0.27,147.37,95.79,51.58,2022,4,10,2,1,0.35,91,15,15805.78,1053.7186666666666,5532.02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD106595,2022-09-18,CUST00865,PROD0057,2,374.28,0.18,613.82,398.98,214.84,2022,9,18,3,1,0.35,41,13,11888.29,914.4838461538462,4160.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD106596,2024-09-19,CUST00526,PROD0034,2,407.88,0.1,734.18,477.22,256.96,2024,9,19,3,0,0.35,99,12,8308.19,692.3491666666667,2907.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ORD106597,2022-10-13,CUST00888,PROD0049,9,418.14,0.14,3236.4,2103.66,1132.74,2022,10,13,4,0,0.35,10,13,16944.16,1303.396923076923,5930.46,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD106598,2022-11-24,CUST00672,PROD0090,5,216.86,0.13,943.34,613.17,330.17,2022,11,24,4,0,0.35,150,14,17926.0,1280.4285714285713,6274.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD106599,2022-03-04,CUST00178,PROD0054,1,23.71,0.27,17.31,11.25,6.06,2022,3,4,1,0,0.35,160,10,12273.16,1227.316,4295.610000000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD106600,2023-11-18,CUST00259,PROD0022,2,93.29,0.18,153.0,99.45,53.55,2023,11,18,4,1,0.35,24,18,14667.16,814.8422222222222,5133.52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
